Unnamed: 0,YEAR_MONTH,MATERIAL_CODE,SUM(A.SALES_QTY_TOT)
,July,471100050400500,95.12
,July,471100071400326,14.14
,July,451900032301501,77.72
,April,171407777210200,7.98
,May,471100050301500,123.64
,May,471104605301500,124.02
,July,461800007502601,31.08
,April,613100700,8.64
,July,461800505502401,61.16
,July,615400500,14.84
,August,6313108,86585.66
,May,171407777410300,32.94
,April,171310008130205,250.7
,April,471100060330226,12.8
,July,471104605330205,71.16
,July,611100700,75.82
,April,614050016,39.98
,April,451100032400100,8.72
,April,451900025325301,10.18
,July,612400500,96.34
,August,171100080400300,1412.79
,August,461800016330201,1693.28
,August,451100042330200,1405.2
,August,461800016400301,304.49
,August,171620075130200,2135.74
,August,471306506130200,1704.86
,August,611100700,2094.46
,July,471100075330200,23.46
,August,151200032810500,605.44
,August,171615075130200,8452.18
,August,471100056400300,1539.43
,August,171407777331000,2992.17
,August,461800008325201,224.7
,August,451100020330200,2007.06
,June,171409090220100,33.48
,October,471100053400300,1203.05
,October,471100056610300,156.18
,October,471309006130200,441.54
,October,471310010130200,1653.58
,October,451900024325401,522.37
,September,471100053330200,1023.45
,September,471100056330200,1925.46
,October,461800018400301,346.55
,October,451100022330200,642.13
,October,471100056330200,1255.57
,October,151200032800300,5893.68
,October,151200016800300,17676.62
,August,171610050130200,8328.88
,August,451100028400300,2045.74
,August,461200008800302,229.52
,September,451100040330200,2449.86
,September,451100020330200,2210.38
,September,471100050331600,271.4
,September,614301200,238.4
,October,6211902,119.02
,August,461800010330201,629.31
,September,171409090100700,1834.39
,October,161200008800701,660.88
,September,171406565400100,266.66
,August,615401000,129.5
,September,461800016301501,1053.1
,September,615330200,44.96
,October,461800014301501,511.12
,October,471100050331600,535.03
,September,171406565400400,472.41
,September,615100716,706.08
,September,461800505330201,1380.28
,September,451100045330200,1474.89
,August,451900028330201,227.49
,August,461800008530201,1156.74
,August,171407777410100,261.57
,October,612100707,624.46
,August,6211902,71.18
,August,6211601,1716.6
,September,6219101,298.48
,September,451100036400900,146.75
,September,451900020330201,771.14
,August,4500104,149.88
,August,171407777330850,476.68
,August,151200016810500,537.22
,October,171409090210200,62.93
,October,461800016325401,1070.1
,October,171407777100700,1820.47
,September,171409090211000,764.42
,October,171409090301200,392.77
,September,461800010325101,78.0
,October,171407777330800,113.38
,September,6321101,673.18
,August,461800505501401,916.96
,September,461800012310101,18.85
,October,461800014310201,57.92
,August,171407777301500,40.58
,August,451100032400700,113.42
,August,171100090400300,429.09
,August,161200008810501,76.73
,August,461800012400301,302.79
,September,461800505521001,1506.67
,September,171406565331000,526.87
,October,613100500,206.12
,September,171407777331900,561.22
,September,471100063400500,289.18
,August,6318109,196.94
,September,461800505502601,1438.37
,September,471100075330205,138.08
,September,461800016400901,93.82
,September,461800505501301,243.01
,August,471100056331600,287.92
,August,161200008800302,407.07
,October,471100063610300,64.73
,August,451100036400100,69.93
,August,471100050130200,6.56
,October,171406565400500,272.4
,October,451100040610300,169.62
,September,461800016310101,123.65
,August,631211100,110.52
,August,171409090301200,383.47
,September,471100053331626,6.13
,October,461800605301201,24.92
,September,6321310,138.12
,September,505005061700863,506.0
,October,615400700,168.94
,August,613400300,117.5
,October,461800007301601,235.84
,October,171610050130205,716.41
,August,451100040325700,79.92
,August,151200016800305,61.46
,September,161800000090001,23.34
,October,614100416,159.46
,October,171407777410100,199.74
,October,471100056400305,120.62
,August,6211912,207.56
,August,171409090401000,68.4
,October,614400300,97.64
,August,981200012800100,530.74
,September,614050016,178.98
,October,171100085400300,10.35
,August,461800018400901,82.96
,August,471145071070099,13.12
,October,171406565330200,73.87
,September,451900020400901,39.61
,October,614400600,19.14
,October,451900028301501,442.8
,September,161200008120201,721.5
,September,615400600,103.78
,August,161200012800101,53.64
,August,161800006301501,9.74
,August,631400100,33.16
,August,471100066610300,123.84
,September,171407777301200,20.88
,September,981630090130200,19.57
,August,461800010325401,12.1
,September,171407777330850,78.73
,August,612400600,47.44
,August,171100080610100,37.25
,December,171615075130200,13051.93
,December,451100025400300,1259.73
,December,451200020800300,18893.28
,December,171620075130200,7081.02
,December,6219103,694.2
,December,151200025810500,1006.35
,November,151200016800300,14442.57
,November,471100075330200,459.39
,November,451100025400300,990.92
,November,451100030400900,46.47
,November,461800505301201,3927.58
,November,171406565400300,986.5
,November,471100056600200,48.23
,November,461800018330201,1278.0
,November,451100022330200,663.29
,November,451100022400300,497.74
,November,451900022301501,481.62
,November,451900022400301,60.22
,December,451100040400300,2091.51
,December,451900025310201,149.04
,December,461800016325401,1424.38
,November,471309006130200,740.63
,December,471100085400300,449.08
,December,472115080130200,5978.85
,December,614700200,1133.55
,December,623405300,451.9
,November,614400300,44.9
,November,451900024325401,167.1
,November,171409090400500,119.88
,November,461800014330201,482.42
,December,471309008130200,1756.71
,November,631400500,43.68
,November,451100032400100,218.25
,December,461800016325201,1118.62
,December,451103305400300,245.84
,December,171407777211000,621.27
,December,171100080330200,27.06
,December,451100020400300,917.44
,October,611050016,61.48
,November,461800008530201,778.9
,December,471100080400305,276.26
,December,461800010330201,1010.23
,December,451100028400900,155.61
,December,471100053400500,253.27
,November,6318109,293.42
,November,615050016,181.38
,December,171612565130200,1076.06
,November,4500016,675.76
,November,451100045331600,153.16
,December,171407777301200,142.51
,December,451900024325401,550.89
,October,161200012810502,96.06
,November,151200032810500,775.54
,December,461800505325201,10.24
,December,471100071400305,120.32
,October,161200010810502,288.98
,November,6219105,96.58
,October,6411801,89.1
,November,451100036330226,21.25
,October,451100030330200,854.08
,November,451100045400600,24.94
,December,471104605331600,166.7
,November,451100028400900,35.37
,November,171407777610100,63.66
,November,6211912,147.18
,November,471100056331600,628.76
,November,613100500,242.3
,December,4500061,629.28
,December,615050100,194.88
,November,461800010335201,29.11
,November,615400600,15.22
,December,171406565400500,1666.37
,December,451100040331600,12.14
,December,451900022030101,24.68
,November,471100063301200,1.24
,November,471100090336500,258.28
,December,171409090211100,616.55
,November,451100045600200,47.62
,November,171407777400400,25.23
,November,614400500,142.75
,November,614040000,269.8
,October,151200016800100,807.42
,December,612401000,341.18
,October,471100050400700,6.88
,December,471100066610350,29.12
,December,614100516,30.38
,December,171610050130205,894.4
,November,631210100,21.58
,November,471100063331700,77.84
,November,613020000,96.88
,November,614210500,61.16
,December,623345100,1416.12
,December,471100071330205,74.14
,October,471100053400500,4.55
,January,161200010810501,760.33
,January,451200020800300,10293.76
,January,461800505310301,2652.94
,January,451120064710100,1158.73
,January,471100060330200,541.1
,January,161200008800302,954.36
,October,171409090100600,3.02
,January,171409090700200,98.52
,January,471307508130200,1922.98
,January,505006615700668,584.0
,January,451100028330200,2297.9
,December,171100090330200,18.59
,January,6321102,5265.51
,January,614100400,47.24
,December,461800505502301,46.2
,January,451100045400700,244.88
,January,151200025810500,741.31
,December,615100400,29.82
,November,614400600,27.62
,October,171407777301200,14.46
,November,451100042400700,34.4
,December,615330200,10.22
,March,471307508130200,2950.4
,March,151200020800300,18013.04
,March,461800007301201,2095.85
,March,461800505502801,1103.35
,March,451200020800300,4242.06
,January,171407777210200,224.02
,January,461800505301201,6181.16
,January,461800018330201,1016.8
,January,451100036400300,1719.19
,February,451900025301501,471.55
,February,151200020800300,8432.88
,February,171406565400500,1297.51
,February,471100056400300,1036.1
,February,451900022325201,246.8
,January,161200008800101,1640.66
,January,471100075400305,41.72
,January,471100080330200,837.45
,March,461800008325201,570.6
,March,451100036330200,2386.78
,January,171409090410300,880.12
,January,151200025800305,124.84
,January,614330200,42.48
,March,169900000999999,260.44
,March,171406565100700,2852.92
,March,451100022330200,1045.07
,March,171610050130200,13927.77
,March,461800018301501,467.15
,March,461800505301301,93.5
,March,151200032800300,5655.05
,March,151200036800300,1650.38
,January,981520000130200,161.94
,January,614211100,856.7
,February,171409090410300,663.29
,February,461800016325201,721.88
,February,471100056610300,123.74
,February,471100071400300,1185.66
,February,471306506130200,1297.56
,February,171406565400300,715.67
,February,451100030330200,940.91
,January,451100045330200,1428.47
,March,171406565400350,152.88
,January,161200012810502,63.88
,January,6211411,1929.1
,February,451100036330200,2370.1
,February,471100090400300,611.76
,February,171615075130200,11205.96
,February,471309006130200,572.06
,March,471100050610300,150.83
,January,471100050301500,19.2
,February,6211411,3318.9
,February,6311303,3788.18
,March,471100071336530,196.56
,March,171409090100600,734.76
,March,171409090410300,705.23
,February,171407777330200,294.16
,February,451900022330201,111.34
,February,151200025810500,389.86
,February,171407777211000,598.7
,February,171406565100700,770.94
,February,461800016400301,305.53
,January,171406565331000,613.41
,March,623211000,27.52
,January,451100040400305,39.98
,January,471100075400300,180.12
,March,461800014330201,1172.59
,March,471100053331600,501.82
,March,471100050331600,427.22
,March,171612565130205,705.1
,February,471100063605200,157.21
,January,471100056330200,1572.15
,February,451900025325401,99.15
,February,471100080301200,14.92
,January,461800014400301,541.75
,January,461800012325401,789.67
,January,451900020330201,679.39
,January,505005061700863,396.0
,January,151200016800305,332.76
,March,451900020325201,409.52
,March,461800016325501,244.94
,February,461800016310101,62.28
,February,471100050301500,24.99
,February,171620075130200,3540.45
,January,151200032800700,840.36
,January,451900022400301,122.59
,January,171406565211000,363.85
,January,471104605400300,288.51
,February,451100045400300,87.88
,February,461800012325201,685.58
,March,471100063331600,452.64
,March,614211000,42.13
,February,171407777350500,36.02
,March,6211610,331.18
,January,161200008810501,274.8
,February,621211000,278.76
,March,471100056331600,318.09
,March,611100716,3972.98
,March,471100050401000,267.5
,February,451100040610300,178.42
,January,461800505502201,408.54
,March,615100716,409.54
,January,471100090301200,63.3
,January,461800010400301,239.71
,March,461800505300101,173.94
,January,461800014310101,35.33
,February,451100045600100,112.2
,February,471100071330205,6.1
,January,451900032301501,315.45
,March,471100071331700,26.53
,January,471100053600200,64.49
,January,614211000,204.84
,March,471100090331700,91.68
,January,451900020310201,37.32
,January,461800505502601,1372.84
,January,461800505316001,271.45
,March,611100516,1109.66
,March,614040000,479.58
,March,471100085400305,84.88
,March,471100071400305,62.9
,March,171409090301200,292.44
,March,161200010810501,220.58
,January,613400300,554.52
,January,612400700,396.84
,January,171407777330800,35.38
,January,6324303,1987.0
,January,615700200,120.0
,February,451100028400500,46.41
,March,611210200,64.64
,March,6211901,164.54
,February,151200032800305,123.44
,January,471100090331700,77.08
,February,471100071350500,112.06
,January,161200010810502,58.62
,January,471100080301205,23.8
,March,461800505503901,1248.22
,February,161200008800302,342.42
,February,451100040401000,11.92
,February,161200012800702,309.62
,March,151100018330200,18.57
,January,4500062,482.88
,January,615400500,24.82
,January,614210200,4.24
,February,161200008800702,153.24
,February,981535040130200,21.51
,February,6211912,91.66
,February,471100090350500,131.7
,March,451900032330201,120.44
,January,471100056400305,45.46
,February,612401000,47.54
,February,471100050605200,42.76
,February,611100516,439.6
,March,171409090610300,32.74
,February,471100056330205,14.32
,February,451100042600200,14.73
,February,461800012510301,57.48
,January,171409090330200,436.53
,February,169900000999999,36.12
,March,615040000,25.12
,March,451900020400901,168.51
,February,461800010510301,82.28
,January,612100700,22.16
,January,451900020400901,62.02
,February,461800505503401,61.58
,February,471100056331605,19.74
,March,471100050400305,34.24
,February,505005061700863,50.0
,January,615050016,74.96
,March,461800505503801,12.45
,March,451100032310200,62.56
,March,6211602,89.14
,March,451900032325901,30.93
,March,615400700,86.78
,March,471100056605250,64.97
,March,471100050330205,130.48
,April,161200008120201,16.34
,July,451100032330226,5.84
,October,971500203332300,34.54
,November,451100028400700,0.89
,September,471100045331600,4.1
,February,461800008502201,6.25
,October,471100053301500,29.36
,November,161200010800103,1.9
,April,161200012800101,2640.52
,May,471100053400300,722.63
,May,171100071330200,70.15
,May,451100036330200,2869.44
,May,471100045330200,1726.49
,May,451100020400300,664.0
,May,471100053330200,740.85
,May,171409090210500,1055.5
,May,161200012800302,6261.8
,May,451100036400300,534.94
,April,461800020330201,58.33
,April,151200016800300,12998.15
,April,461800010301501,394.81
,April,171100071400200,11.64
,April,461800505301701,239.73
,April,171407777400400,189.27
,April,614210100,1299.39
,November,161200008800102,335.47
,April,4500060,14639.0
,April,6213200,10410.32
,November,981200016800300,5189.39
,November,171409090100700,1099.47
,November,6311303,2802.5
,November,171100080330200,1179.0
,November,471100056330200,733.09
,November,471100053600100,53.1
,April,451100020330200,396.97
,May,461800008400301,77.78
,April,451100040130200,214.1
,May,471100056400300,1191.68
,November,471100063400300,208.63
,November,451100025330200,2315.44
,April,471100071400200,317.81
,May,471100053130200,516.81
,May,611100707,111.68
,May,471100050130200,463.56
,May,171407777100500,190.49
,May,171406565400300,974.2
,May,171409090210200,372.54
,April,471309008130200,242.21
,April,451900022330201,339.85
,April,461800007301201,369.78
,May,461800014301501,2.08
,May,461800010330201,211.17
,November,451120064710100,4771.49
,November,6211610,847.8
,May,611100516,1095.78
,November,171409090400200,320.2
,April,161200010800303,200.58
,April,461800016110101,412.86
,October,171610050130200,5593.92
,October,471100063330200,399.93
,October,981200016800100,819.15
,November,451100020400700,113.01
,May,451100042330200,292.04
,October,471307508130200,1395.32
,October,471309008130200,724.28
,May,171100085330200,44.88
,April,471100063400700,9.86
,April,981200012800300,447.57
,October,461800018400301,172.07
,October,461800012330201,678.22
,May,161200010800102,1024.99
,May,471100058130200,25.45
,April,451100036400700,210.47
,April,451100020400300,210.65
,May,471100071330200,404.7
,October,461800505520501,560.12
,October,171409090100700,942.0
,October,451100032330200,2923.59
,October,161200010810502,274.43
,October,471100056400300,587.28
,April,612100716,858.0
,April,171406565400500,372.61
,April,615400600,26.3
,October,471310008130200,383.59
,October,611400700,53.02
,October,171406565100700,501.31
,October,461800007301201,749.6
,May,461800016110101,39.82
,May,451100025400500,12.7
,April,6411800,266.52
,May,451100032400100,489.6
,May,451100030330200,803.88
,May,471708015700229,170.15
,November,471100063130200,451.71
,November,461800010400301,246.59
,May,471100071400300,412.07
,May,171406565400600,24.67
,November,461800505520201,1035.06
,October,612100600,13.94
,November,471100060331600,55.71
,May,613040000,371.12
,November,471100045130200,93.29
,November,451100030400300,315.52
,May,471100053401000,40.1
,November,451100042330200,853.98
,May,171100060330200,4.38
,November,161200012800101,1861.17
,November,6211411,550.22
,May,471100071400700,202.41
,November,471100056130200,258.68
,June,451120064710100,3745.04
,June,471708015700229,331.82
,June,451100028130200,470.78
,May,161800008330201,97.58
,November,461800010301501,1195.38
,May,461800018301501,607.13
,November,461800014400301,492.36
,May,171100080130200,5.28
,May,471100058330200,29.37
,May,471100050400500,155.73
,June,461800007520501,862.0
,November,161800006301301,35.45
,November,161200010120201,298.16
,May,614700200,171.81
,November,171406565400400,252.3
,June,472115080130200,1343.99
,June,461800007301201,1201.09
,June,471100050330200,1168.99
,November,171409090100600,434.06
,June,471100045330200,1177.37
,June,461800505520601,151.67
,June,614100716,1577.33
,November,171100071330200,120.5
,June,161800006301201,64.08
,May,461800505400301,8.37
,November,471100058331700,43.22
,June,171407777100700,1518.16
,June,171409090210100,7273.96
,June,471100056400300,349.36
,November,171406565400100,281.56
,June,613400400,92.94
,June,471100053130200,134.54
,June,471100071130200,322.19
,June,171620075130205,191.87
,June,171407777400500,302.6
,June,611100516,798.58
,June,461800014130201,56.34
,June,461800018301501,77.55
,June,451900025330201,291.39
,June,171100090330200,714.31
,June,614401000,265.64
,June,451100042400300,87.48
,June,171406565409900,69.88
,June,451100032400700,385.65
,June,461800012110101,203.81
,June,161200010800103,82.68
,June,6313107,9936.7
,June,171407777100600,1002.25
,June,471100058330200,290.31
,June,171409090400200,101.14
,June,451100025400700,129.39
,June,451900022400301,44.3
,June,161200010120201,838.7
,June,471100050400200,20.68
,May,471100068410300,173.91
,June,461800007301301,94.71
,April,614210500,860.19
,April,6211610,659.7
,June,171407777400400,359.36
,April,471100060400500,20.7
,April,451100040400500,77.86
,April,451100040400700,119.25
,June,461800018130201,6.29
,April,6211902,41.1
,April,471100053400200,27.64
,November,461800505520101,270.71
,April,161800010110101,47.17
,April,171407777410300,19.96
,April,471100065400300,31.69
,November,161200012800103,3.81
,October,471100056600200,142.5
,April,471100050600200,76.71
,October,471100053400300,468.47
,April,171407575400100,39.12
,April,171407777401000,115.01
,October,461800020310201,35.71
,October,171409090210200,203.74
,April,461800505400301,12.52
,May,451100042400700,29.03
,June,461800505520101,94.06
,June,171406565100500,199.29
,April,471709025705229,64.93
,June,171407777400100,88.73
,April,461800014301501,4.21
,October,151200036800300,1003.87
,June,171407575100700,2.05
,June,471100063400500,85.69
,June,471100060400500,29.26
,October,451900020400301,56.89
,June,451103305400300,3.86
,June,614100400,676.72
,June,151100025330200,14.9
,June,171407777100500,102.8
,June,471100050610300,89.62
,June,161200010810503,2.4
,June,471100065401100,2.0
,July,171409090710200,223.47
,July,6411500,4535.0
,July,161200010800102,1407.57
,July,461800007530101,1237.0
,July,161200008800102,344.94
,July,171615075130200,3189.07
,July,171612565130200,1893.29
,July,451100028330200,1083.19
,July,451100032330200,2229.58
,July,6321309,2847.86
,July,161200010120201,783.1
,July,171409090400300,669.58
,July,471307506130200,1034.08
,July,461800505110101,2203.0
,July,171406565100700,1011.56
,July,171100080330200,486.48
,July,171406565350100,303.48
,July,461800007530201,8856.54
,July,461800014130201,87.63
,July,171100080400300,143.46
,July,461800014330201,629.12
,July,451100028130200,359.68
,June,451100036401000,11.52
,July,451100042400700,136.4
,July,171407777400400,145.27
,July,471100068400300,112.54
,July,614210100,2895.05
,July,451100032400100,164.95
,July,461800008330201,104.71
,July,171100075330200,193.83
,July,471100063410200,149.42
,July,612100707,420.94
,July,614100716,1239.49
,July,471307510130200,830.27
,July,171407777100400,22.28
,September,171100071330200,102.25
,September,171409090210100,1178.34
,September,171612565130200,2548.12
,September,451100028400700,844.09
,September,451100042330200,1216.62
,September,461800007301201,1922.65
,August,471307506130200,1743.43
,August,471307508130200,2078.44
,August,6321307,97.42
,August,451100028130200,562.17
,August,461800505301201,3080.74
,August,161200012800301,16990.01
,September,461800505110101,7170.41
,August,612100600,574.6
,August,451100025330200,1940.43
,August,461800505110101,2684.71
,August,614710200,153.97
,August,171100071330200,90.75
,September,6411800,298.26
,August,611100716,2064.3
,August,461800007110101,1549.2
,August,471100060330200,529.81
,August,471104605400700,156.21
,September,471104605330200,314.71
,September,461800018330201,557.27
,August,614100700,65639.19
,September,615100700,1706.44
,September,171406565100700,11318.37
,September,161200012800101,2421.86
,September,161200010800101,1761.09
,August,614330200,62.26
,August,171100090330200,467.88
,September,451100032400300,699.88
,September,451100036330200,1982.3
,September,161200010810502,274.21
,September,461800012301501,1460.37
,August,471100053600200,163.7
,August,471100053130200,101.74
,August,461800007301301,29.58
,August,461800018400301,149.73
,August,451900022301501,200.25
,August,171100090400300,183.96
,August,171409090710200,160.55
,September,461800505520101,63.53
,September,471100060330200,234.7
,September,6211901,62.18
,September,614330200,343.14
,September,981200016800100,602.06
,August,171100085400300,33.53
,August,451100036400700,304.08
,August,615401000,11.0
,September,6211610,485.38
,August,981200012800300,140.64
,September,161200012810502,161.8
,August,981200016800300,413.03
,October,461800008330201,234.3
,September,161200008800303,190.45
,September,461800016330201,1934.25
,September,161800006301501,4.83
,August,471100058330200,247.23
,August,471100065400700,59.98
,July,615100600,880.44
,September,614100700,64889.61
,August,451900020301501,147.49
,September,451100040301500,172.56
,September,461800020301501,276.29
,September,461800007301601,688.86
,September,614710200,225.66
,August,614401000,440.9
,July,461800505520601,99.79
,August,171100080401000,83.29
,September,471100060330226,42.6
,August,161200010810501,95.53
,September,6411801,147.68
,July,171100075409900,1.28
,September,471100053130200,2.4
,September,461800505330201,768.82
,September,451100036130200,439.2
,August,612050100,193.84
,September,471100056600200,68.1
,August,451100040400500,3.19
,October,461800605301201,206.63
,August,471100056401100,24.26
,September,615100600,257.52
,September,471100058600100,39.32
,July,6211602,49.44
,August,461800505310301,2.06
,August,151100032030100,21.96
,September,161800012301501,16.87
,September,6321101,49.64
,August,614301200,36.26
,September,471100050610300,41.15
,September,615400300,154.38
,September,6211602,48.52
,October,171100085400700,83.05
,October,171610050130205,223.4
,September,171307506130200,479.1
,August,615330204,30.5
,July,614050016,56.15
,September,4500016,940.56
,August,4500058,510.44
,July,471100058130200,59.9
,September,471100050330226,29.16
,October,451100025130200,66.29
,August,171406565409900,20.29
,September,614100716,351.95
,September,471100045600200,55.06
,July,4500058,395.78
,September,171406565331000,57.68
,July,614040000,58.25
,July,451100028330204,8.92
,August,471100068400700,1.9
,July,471500000090000,29.96
,November,171406565400500,842.54
,July,171407777400100,34.58
,November,461800007520701,419.03
,July,461800007400401,2.11
,August,161800006301201,7.25
,July,171406565400400,38.6
,November,6211902,41.04
,August,471100050400726,14.8
,November,613040000,43.11
,September,612050100,41.3
,September,614710300,29.55
,September,461800505409901,23.01
,November,471100068610300,163.82
,September,451103305400300,14.33
,November,613400300,124.57
,October,461800505409901,222.39
,June,615100500,158.62
,July,614400700,25.44
,October,461800505521001,586.44
,October,471100056400700,228.33
,October,471104605400700,63.83
,October,6411800,49.86
,October,611100716,913.06
,October,171409090400100,85.41
,October,6211902,61.96
,June,471100065400300,4.62
,October,451100036400700,23.47
,October,171100085400300,34.44
,October,451100040400700,15.74
,April,613400200,33.02
,October,614700200,27.5
,October,613400400,119.51
,October,161800006110101,1.23
,October,171407777100400,23.24
,June,171100090130200,5.94
,July,614710300,29.65
,October,615331600,59.02
,May,451100036331600,111.88
,October,471500000090000,69.74
,October,451100042400700,6.8
,October,461800016400701,10.5
,May,171406565330200,86.0
,October,171409090700100,4.11
,May,451100036401000,19.85
,May,615400600,26.28
,May,6211904,20.92
,May,161800006301201,58.12
,July,471100053331700,30.9
,September,171100090400700,22.21
,October,471100056331700,8.12
,December,161200008800301,23430.0
,December,471307506130200,2195.6
,December,171409090400200,523.68
,December,471100053600200,46.28
,December,161200012800301,18988.77
,December,6411500,4560.0
,December,461800007530201,3910.87
,December,161200008800302,6612.59
,December,451100032400300,1244.24
,December,451100028400300,1281.78
,November,451900025400301,29.06
,December,461800007520501,971.03
,December,471100045330200,1749.13
,December,171406565400500,702.3
,December,171407777100700,2667.64
,December,171407777400300,332.33
,December,451100042400700,91.53
,November,171407777330700,598.93
,November,471100056301500,155.98
,December,471100053400300,799.48
,December,171100075330200,421.66
,December,451900022330201,202.85
,November,171100060330200,130.53
,December,171100065400300,332.47
,December,171409090100700,3014.27
,December,451100036401000,27.2
,December,171100085400300,78.84
,December,171309008130200,391.65
,December,461800018400301,35.41
,December,451100030400700,101.33
,December,171406565410100,158.57
,December,171406565100500,220.39
,December,461800008330201,60.36
,December,471100060400500,106.12
,December,471708015700229,82.95
,December,471310010130200,124.98
,December,471100063400300,1.93
,November,614400400,109.26
,December,161200008800103,3.18
,December,451103305400700,194.62
,December,461800505301301,773.49
,November,614100716,204.79
,December,451900032301501,33.63
,November,171100080400304,24.78
,December,451100032400100,655.26
,December,451103305610300,31.6
,November,614400700,34.24
,December,451100032400500,14.89
,December,151200028800300,243.33
,December,615210120,10480.46
,January,471307506130200,1948.25
,January,161200012800302,7635.21
,January,461800010330201,850.44
,December,6211902,83.46
,January,171409090100700,3167.65
,January,151200020800300,18163.5
,January,981200012800300,723.14
,January,451100028400300,1545.08
,January,461800008301201,3727.32
,January,451100022400300,81.2
,January,151200036800300,1759.87
,December,171407777400100,82.86
,January,451100040330226,81.54
,December,161200010120201,387.16
,January,171409090210500,2552.08
,January,451100036400300,593.81
,January,461800014400301,215.67
,January,461800505301301,595.98
,January,612401000,63.5
,December,171409090400400,188.73
,January,461800020310201,84.2
,January,151200032810500,1444.71
,January,471100068400700,188.43
,January,471708015700229,115.15
,January,461800505400301,278.96
,January,613040000,564.44
,January,6213200,1096.44
,January,471100045400600,24.1
,January,471309008130200,890.9
,December,612100707,56.62
,December,461800020330201,18.74
,January,461800505300201,54.66
,December,161200010810501,75.39
,January,171406565400300,242.38
,January,471100060330200,97.14
,January,471100071400326,64.38
,December,171407777100600,59.06
,December,471100053330226,19.94
,January,471100050301500,178.19
,December,171409090330200,83.72
,January,471100058400300,171.11
,January,461800008301501,19.94
,January,451100036331300,31.22
,January,614409900,457.54
,January,161200010810501,263.68
,January,461800505521001,1090.79
,January,171407575020000,50.38
,January,612100716,412.94
,December,461800007520601,249.3
,January,171100080331700,251.99
,January,451100036400700,32.54
,January,461800016400701,48.09
,January,612100707,215.74
,January,461800018400301,7.96
,November,471104605610300,34.78
,December,471100071610100,24.64
,December,614700100,27.74
,December,611050016,28.98
,November,611050016,52.46
,February,171610050130200,11514.6
,February,461800016330201,6228.5
,February,615400200,685.66
,February,161200008800101,1860.21
,February,471100071330200,454.3
,February,461800000060010,344.26
,February,451100032330200,3401.21
,February,612100716,378.04
,February,471100045400300,1928.33
,February,451100025330200,871.23
,February,471104605330200,538.97
,February,161800505301301,476.6
,January,171100063401130,65.37
,January,615700200,296.04
,February,151200032800305,536.06
,February,451100042330200,694.02
,February,161200012800101,410.85
,February,171612565130200,402.77
,February,981530040130200,178.74
,February,6324302,5409.43
,February,471100053330200,387.53
,February,171406565400300,776.9
,February,171100063330200,36.17
,February,171409090210500,575.83
,February,451900025330201,598.75
,January,614310100,67.0
,January,171409090100600,469.68
,January,171409090710200,306.3
,February,171409090410300,60.66
,February,451100040610300,160.26
,February,461800505310301,350.09
,February,451900032330201,36.86
,February,471100050400300,1017.44
,February,471309006130200,253.52
,March,151200016800305,814.84
,March,171610050130200,832.7
,January,171407777610100,237.41
,February,613040000,29.4
,February,471100056400700,0.47
,February,451900020330201,644.77
,February,161200010810502,409.31
,January,171407777350100,1124.47
,February,171100071330200,26.88
,February,171407777070100,22.56
,February,471100065400300,30.44
,March,461800007530101,203.22
,March,161200008800302,2377.7
,March,451103305330200,65.71
,January,4500057,198.1
,January,981200020800300,58.78
,February,471100068400300,97.66
,February,171406565400404,30.46
,February,471100058610300,53.08
,January,4500058,887.52
,January,471100065400326,12.58
,January,471100071610100,24.53
,February,461800007330201,133.88
,February,461800505020001,53.72
,February,161200008120201,451.1
,March,171409090210100,587.5
,January,461800505501601,24.9
,February,611050016,28.7
,February,171100090400200,11.08
,February,171407777350100,520.97
,March,171406565400600,128.86
,March,151200032800305,537.18
,February,471100045400500,68.49
,March,4500023,2185.5
,January,171407777330800,20.0
,January,471100053600226,23.74
,January,451100040130200,55.3
,January,461800007520301,29.2
,April,471307508130200,27.08
,April,171100080330200,94.43
,April,171100090401000,27.4
,April,461800007530201,296.07
,April,171100085330200,54.54
,April,161200010800301,1430.84
,April,461800016330201,68.5
,May,151200020800300,10197.35
,May,151200025800300,9523.03
,May,161200008800301,13515.05
,May,161200012800302,4257.37
,May,6411500,4270.0
,May,151200025810500,809.69
,May,471307506130200,584.1
,May,981306506130200,65.09
,May,614100716,1421.34
,May,161200010800101,2891.43
,May,471100050330200,450.06
,May,614100600,257.9
,June,461800012301501,521.34
,June,461800008301201,557.68
,June,451100025400300,592.96
,April,6219103,818.27
,May,471100071130226,9.96
,March,161850514030099,73.82
,March,171406565400400,249.52
,March,471100050130200,222.89
,March,151200016810500,869.87
,April,161200010800302,506.65
,May,6211901,123.8
,May,615400300,33.34
,May,171610050130200,4175.91
,March,451900022330201,250.82
,April,161200012810502,5.91
,April,471100053330200,42.14
,May,151200032810500,267.8
,May,161200012810503,8.34
,March,461800007301301,33.23
,March,471100053130200,34.1
,March,451100040400700,14.56
,May,161800505301201,7.27
,May,171407777400600,166.33
,June,161200010800301,6441.89
,March,161200010810502,558.02
,April,471100056400300,16.19
,April,451100025400300,34.4
,April,614100700,122.32
,April,461800008400301,67.85
,May,171100085330200,51.68
,May,171140090999910,29.84
,May,981305006130200,41.9
,June,461800505520501,194.01
,March,171407777330200,62.41
,May,471100063410300,122.19
,June,461800010301501,816.65
,June,451100028400300,889.49
,May,471708016700229,129.49
,May,171409090100700,269.99
,June,6219103,699.26
,March,451103305400700,11.3
